AI_Model_000001 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_057397 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: XXL | Domain: Code AI | Primary_Task: Generative Modeling
AI_Model_057398 | Base_Model: AutoEncoder | Type: Generative Model | Size: XXL | Domain: Code AI | Primary_Task: Representation Learning
AI_Model_057399 | Base_Model: GAN | Type: Generative Adversarial Network | Size: XXL | Domain: Code AI | Primary_Task: Synthetic Data Generation
AI_Model_057400 | Base_Model: RNN | Type: Recurrent Neural Network | Size: XXL | Domain: Code AI | Primary_Task: Sequence Modeling
AI_Model_057401 | Base_Model: GPT | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_057402 | Base_Model: BERT | Type: Transformer Encoder | Size: Tiny | Domain: General AI | Primary_Task: Text Classification
AI_Model_057403 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Tiny | Domain: General AI | Primary_Task: Text Transformation
AI_Model_057404 | Base_Model: Llama | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_057405 | Base_Model: Mistral | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Text Generation
AI_Model_057406 | Base_Model: Claude | Type: Large Language Model | Size: Tiny | Domain: General AI | Primary_Task: Conversational AI
AI_Model_057407 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Tiny | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_057408 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Tiny | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_057409 | Base_Model: CLIP | Type: Vision-Language Model | Size: Tiny | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_057410 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Tiny | Domain: General AI | Primary_Task: Image Generation
AI_Model_057411 | Base_Model: DALL-E | Type: Generative Image Model | Size: Tiny | Domain: General AI | Primary_Task: Image Generation
AI_Model_057412 | Base_Model: YOLO | Type: Computer Vision Model | Size: Tiny | Domain: General AI | Primary_Task: Object Detection
AI_Model_057413 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Tiny | Domain: General AI | Primary_Task: Image Classification
AI_Model_057414 | Base_Model: ViT | Type: Vision Transformer | Size: Tiny | Domain: General AI | Primary_Task: Image Classification
AI_Model_057415 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Tiny | Domain: General AI | Primary_Task: Audio Generation
AI_Model_057416 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Tiny | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_057417 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Tiny | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_057418 | Base_Model: AutoEncoder | Type: Generative Model | Size: Tiny | Domain: General AI | Primary_Task: Representation Learning
AI_Model_057419 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Tiny | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_057420 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Tiny | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_057421 | Base_Model: GPT | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Text Generation
AI_Model_057422 | Base_Model: BERT | Type: Transformer Encoder | Size: Small | Domain: General AI | Primary_Task: Text Classification
AI_Model_057423 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Small | Domain: General AI | Primary_Task: Text Transformation
AI_Model_057424 | Base_Model: Llama | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Text Generation
AI_Model_057425 | Base_Model: Mistral | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Text Generation
AI_Model_057426 | Base_Model: Claude | Type: Large Language Model | Size: Small | Domain: General AI | Primary_Task: Conversational AI
AI_Model_057427 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Small | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_057428 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Small | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_057429 | Base_Model: CLIP | Type: Vision-Language Model | Size: Small | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_057430 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Small | Domain: General AI | Primary_Task: Image Generation
AI_Model_057431 | Base_Model: DALL-E | Type: Generative Image Model | Size: Small | Domain: General AI | Primary_Task: Image Generation
AI_Model_057432 | Base_Model: YOLO | Type: Computer Vision Model | Size: Small | Domain: General AI | Primary_Task: Object Detection
AI_Model_057433 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Small | Domain: General AI | Primary_Task: Image Classification
AI_Model_057434 | Base_Model: ViT | Type: Vision Transformer | Size: Small | Domain: General AI | Primary_Task: Image Classification
AI_Model_057435 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Small | Domain: General AI | Primary_Task: Audio Generation
AI_Model_057436 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Small | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_057437 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Small | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_057438 | Base_Model: AutoEncoder | Type: Generative Model | Size: Small | Domain: General AI | Primary_Task: Representation Learning
AI_Model_057439 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Small | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_057440 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Small | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_057441 | Base_Model: GPT | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Text Generation
AI_Model_057442 | Base_Model: BERT | Type: Transformer Encoder | Size: Base | Domain: General AI | Primary_Task: Text Classification
AI_Model_057443 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Base | Domain: General AI | Primary_Task: Text Transformation
AI_Model_057444 | Base_Model: Llama | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Text Generation
AI_Model_057445 | Base_Model: Mistral | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Text Generation
AI_Model_057446 | Base_Model: Claude | Type: Large Language Model | Size: Base | Domain: General AI | Primary_Task: Conversational AI
AI_Model_057447 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Base | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_057448 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Base | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_057449 | Base_Model: CLIP | Type: Vision-Language Model | Size: Base | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_057450 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Base | Domain: General AI | Primary_Task: Image Generation
AI_Model_057451 | Base_Model: DALL-E | Type: Generative Image Model | Size: Base | Domain: General AI | Primary_Task: Image Generation
AI_Model_057452 | Base_Model: YOLO | Type: Computer Vision Model | Size: Base | Domain: General AI | Primary_Task: Object Detection
AI_Model_057453 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Base | Domain: General AI | Primary_Task: Image Classification
AI_Model_057454 | Base_Model: ViT | Type: Vision Transformer | Size: Base | Domain: General AI | Primary_Task: Image Classification
AI_Model_057455 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Base | Domain: General AI | Primary_Task: Audio Generation
AI_Model_057456 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Base | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_057457 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Base | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_057458 | Base_Model: AutoEncoder | Type: Generative Model | Size: Base | Domain: General AI | Primary_Task: Representation Learning
AI_Model_057459 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Base | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_057460 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Base | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_057461 | Base_Model: GPT | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Text Generation
AI_Model_057462 | Base_Model: BERT | Type: Transformer Encoder | Size: Medium | Domain: General AI | Primary_Task: Text Classification
AI_Model_057463 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Medium | Domain: General AI | Primary_Task: Text Transformation
AI_Model_057464 | Base_Model: Llama | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Text Generation
AI_Model_057465 | Base_Model: Mistral | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Text Generation
AI_Model_057466 | Base_Model: Claude | Type: Large Language Model | Size: Medium | Domain: General AI | Primary_Task: Conversational AI
AI_Model_057467 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Medium | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_057468 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Medium | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_057469 | Base_Model: CLIP | Type: Vision-Language Model | Size: Medium | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_057470 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Medium | Domain: General AI | Primary_Task: Image Generation
AI_Model_057471 | Base_Model: DALL-E | Type: Generative Image Model | Size: Medium | Domain: General AI | Primary_Task: Image Generation
AI_Model_057472 | Base_Model: YOLO | Type: Computer Vision Model | Size: Medium | Domain: General AI | Primary_Task: Object Detection
AI_Model_057473 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Medium | Domain: General AI | Primary_Task: Image Classification
AI_Model_057474 | Base_Model: ViT | Type: Vision Transformer | Size: Medium | Domain: General AI | Primary_Task: Image Classification
AI_Model_057475 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Medium | Domain: General AI | Primary_Task: Audio Generation
AI_Model_057476 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Medium | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_057477 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Medium | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_057478 | Base_Model: AutoEncoder | Type: Generative Model | Size: Medium | Domain: General AI | Primary_Task: Representation Learning
AI_Model_057479 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Medium | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_057480 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Medium | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_057481 | Base_Model: GPT | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Text Generation
AI_Model_057482 | Base_Model: BERT | Type: Transformer Encoder | Size: Large | Domain: General AI | Primary_Task: Text Classification
AI_Model_057483 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: Large | Domain: General AI | Primary_Task: Text Transformation
AI_Model_057484 | Base_Model: Llama | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Text Generation
AI_Model_057485 | Base_Model: Mistral | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Text Generation
AI_Model_057486 | Base_Model: Claude | Type: Large Language Model | Size: Large | Domain: General AI | Primary_Task: Conversational AI
AI_Model_057487 | Base_Model: Gemini | Type: Multimodal AI Model | Size: Large | Domain: General AI | Primary_Task: Multimodal Generation
AI_Model_057488 | Base_Model: Whisper | Type: Speech Recognition Model | Size: Large | Domain: General AI | Primary_Task: Speech-to-Text
AI_Model_057489 | Base_Model: CLIP | Type: Vision-Language Model | Size: Large | Domain: General AI | Primary_Task: Image-Text Understanding
AI_Model_057490 | Base_Model: Stable Diffusion | Type: Diffusion Model | Size: Large | Domain: General AI | Primary_Task: Image Generation
AI_Model_057491 | Base_Model: DALL-E | Type: Generative Image Model | Size: Large | Domain: General AI | Primary_Task: Image Generation
AI_Model_057492 | Base_Model: YOLO | Type: Computer Vision Model | Size: Large | Domain: General AI | Primary_Task: Object Detection
AI_Model_057493 | Base_Model: ResNet | Type: Convolutional Neural Network | Size: Large | Domain: General AI | Primary_Task: Image Classification
AI_Model_057494 | Base_Model: ViT | Type: Vision Transformer | Size: Large | Domain: General AI | Primary_Task: Image Classification
AI_Model_057495 | Base_Model: WaveNet | Type: Generative Audio Model | Size: Large | Domain: General AI | Primary_Task: Audio Generation
AI_Model_057496 | Base_Model: Wav2Vec | Type: Speech Representation Model | Size: Large | Domain: General AI | Primary_Task: Speech Recognition
AI_Model_057497 | Base_Model: Diffusion Transformer | Type: Diffusion Transformer | Size: Large | Domain: General AI | Primary_Task: Generative Modeling
AI_Model_057498 | Base_Model: AutoEncoder | Type: Generative Model | Size: Large | Domain: General AI | Primary_Task: Representation Learning
AI_Model_057499 | Base_Model: GAN | Type: Generative Adversarial Network | Size: Large | Domain: General AI | Primary_Task: Synthetic Data Generation
AI_Model_057500 | Base_Model: RNN | Type: Recurrent Neural Network | Size: Large | Domain: General AI | Primary_Task: Sequence Modeling
AI_Model_057501 | Base_Model: GPT | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Text Generation
AI_Model_057502 | Base_Model: BERT | Type: Transformer Encoder | Size: XL | Domain: General AI | Primary_Task: Text Classification
AI_Model_057503 | Base_Model: T5 | Type: Text-to-Text Transformer | Size: XL | Domain: General AI | Primary_Task: Text Transformation
AI_Model_057504 | Base_Model: Llama | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Text Generation
AI_Model_057505 | Base_Model: Mistral | Type: Large Language Model | Size: XL | Domain: General AI | Primary_Task: Text Generation
